date,finclip_id,mass_g,probe,resp,resp_vol_L,expt_period,time,do_percent_sat,po2_torr,umol_o2_per_sec,sel_start,sel_end,sel_duration_sec,notes
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2271.6204,91.7612,146.2103,-0.0029,58:45.0,04:49.0,365,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2284.3415,92.1282,146.7951,-0.0027,10:35.0,16:29.0,355,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2296.4702,92.5286,147.4331,-0.0028,21:45.0,27:44.0,360,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2308.9028,92.7933,147.8548,-0.0027,33:15.0,39:14.0,360,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2321.2806,93.0059,148.1935,-0.0027,44:45.0,50:39.0,355,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2333.4014,93.3186,148.6918,-0.0024,56:00.0,01:49.0,350,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2345.8158,94.3633,150.3565,-0.0022,07:40.0,13:09.0,330,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2358.1848,95.0307,151.4199,-0.0024,18:45.0,24:59.0,375,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2370.1954,95.5908,152.3123,-0.002,30:00.0,35:59.0,360,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2383.1601,95.4259,152.0496,-0.0025,41:55.0,48:04.0,370,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2395.3752,95.8229,152.6822,-0.0024,53:30.0,59:04.0,335,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2407.3138,96.2194,153.314,-0.0021,04:10.0,10:29.0,380,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2420.0255,96.2875,153.4224,-0.0022,16:15.0,21:54.0,340,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2432.4509,95.9348,152.8604,-0.0023,27:40.0,33:29.0,350,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2444.6113,95.8292,152.6923,-0.0025,39:00.0,44:39.0,340,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2456.7078,96.4162,153.6276,-0.0023,50:00.0,55:59.0,360,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2469.182,96.2088,153.297,-0.0023,01:45.0,07:19.0,335,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2481.6951,96.3695,153.5531,-0.0023,13:15.0,18:59.0,345,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2493.7595,96.5972,153.9159,-0.0026,24:25.0,30:09.0,345,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2506.3767,96.4468,153.6763,-0.0023,36:05.0,41:49.0,345,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2518.631,96.3145,153.4654,-0.0023,47:25.0,53:09.0,345,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2530.9812,96.5032,153.7661,-0.0026,58:35.0,04:49.0,375,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2543.3631,96.5049,153.7689,-0.0023,10:10.0,16:09.0,360,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2555.3371,96.6591,154.0145,-0.0021,21:20.0,27:09.0,350,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2567.673,96.7286,154.1253,-0.0022,32:35.0,38:44.0,370,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2579.94,97.0411,154.6232,-0.0022,44:05.0,49:54.0,350,
3-Oct-18,bottom,4.9,NFB0013,4,0.07474,mmr_smr,2592.4356,96.0395,153.0273,-0.0029,56:05.0,00:54.0,290,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2607.9056,95.8035,152.6512,-0.0028,01:55.0,06:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2613.3072,91.4553,145.7229,-0.0026,06:55.0,11:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2618.7137,87.2315,138.9928,-0.0027,11:55.0,16:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2624.1153,83.0667,132.3567,-0.0027,16:55.0,21:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2629.5216,78.6224,125.2753,-0.0029,21:55.0,26:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2634.9246,74.5027,118.711,-0.0026,26:55.0,31:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2640.319,70.3709,112.1275,-0.0025,31:55.0,36:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2645.7144,66.5091,105.9742,-0.0024,36:55.0,41:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2651.1189,62.703,99.9097,-0.0025,41:55.0,46:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2656.5192,58.8295,93.7377,-0.0024,46:55.0,51:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2661.9297,55.2695,88.0653,-0.0023,51:55.0,56:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2667.3257,51.6125,82.2383,-0.0024,56:55.0,01:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2672.7288,47.7744,76.1226,-0.0025,01:55.0,06:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2678.133,44.1598,70.3633,-0.0021,06:55.0,11:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2683.5244,40.5544,64.6185,-0.0025,11:55.0,16:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2688.9345,36.496,58.1519,-0.0025,16:55.0,21:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2694.3332,32.7304,52.152,-0.0023,21:55.0,26:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2699.7051,29.1284,46.4126,-0.0023,26:55.0,31:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2705.0958,25.6287,40.8362,-0.0022,31:55.0,36:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2710.5031,22.204,35.3794,-0.0021,36:55.0,41:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2715.9077,18.855,30.0432,-0.0021,41:55.0,46:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2721.3043,15.6348,24.9121,-0.0021,46:55.0,51:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2726.713,12.3342,19.653,-0.002,51:55.0,56:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2732.125,9.357,14.9093,-0.0019,56:55.0,01:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2737.5059,6.8002,10.8353,-0.0014,01:55.0,06:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2742.9062,4.7031,7.4939,-0.0011,06:55.0,11:54.0,300,
5-Oct-18,bottom,4.9,NFB0013,4,0.07474,pcrit,2745.8828,3.816,6.0804,-0.0004,11:55.0,12:23.0,29,
17-Oct-18,bottom,5.1,NFB0008,1,0.07254,mmr_at_pcrit,3.134,12.4982,20.0518,-0.0018,00:00.0,06:15.0,390,
17-Oct-18,bottom,5.1,NFB0008,1,0.07254,mmr_at_pcrit,18.3365,12.1796,19.5407,-0.0019,15:45.0,20:45.0,315,
17-Oct-18,bottom,5.1,NFB0008,1,0.07254,mmr_at_pcrit,28.7648,13.721,22.0136,-0.0015,26:30.0,30:45.0,270,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,4.0087,92.173,147.7355,-0.0071,01:15.0,06:45.0,345,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,16.5728,92.0852,147.5948,-0.0045,14:15.0,18:45.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,28.6333,92.9204,148.9334,-0.0032,26:15.0,30:45.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,41.1952,93.1591,149.316,-0.0028,38:30.0,43:30.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,53.2553,94.0824,150.7959,-0.0021,50:45.0,55:15.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,65.9425,94.2691,151.0952,-0.0023,03:15.0,08:00.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,78.1281,94.3247,151.1843,-0.0022,15:30.0,20:00.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,90.5667,94.7101,151.802,-0.002,28:00.0,32:15.0,270,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,102.6283,94.9472,152.182,-0.0019,39:45.0,44:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,115.0614,94.8102,151.9624,-0.0022,52:15.0,56:45.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,127.7507,94.6627,151.726,-0.0019,04:15.0,10:00.0,360,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,140.0659,94.8219,151.9813,-0.0019,16:45.0,22:00.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,151.8733,95.1269,152.4701,-0.0021,28:45.0,33:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,164.8133,94.7465,151.8603,-0.002,41:00.0,47:00.0,375,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,176.6239,95.2205,152.6201,-0.0013,53:00.0,58:30.0,345,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,189.1867,95.2993,152.7464,-0.0016,05:15.0,11:15.0,375,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,202.0016,95.065,152.3708,-0.0018,18:30.0,23:30.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,213.9354,95.3911,152.8934,-0.0016,30:00.0,35:45.0,360,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,225.8722,95.5285,153.1137,-0.0016,42:15.0,47:15.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,238.6827,95.3417,152.8143,-0.0014,54:30.0,00:30.0,375,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,250.6175,95.4916,153.0546,-0.0014,07:00.0,11:45.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,262.6788,95.5198,153.0998,-0.0015,18:45.0,24:00.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,275.2417,95.4201,152.9399,-0.0017,31:30.0,36:15.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,288.0555,94.6939,151.776,-0.0016,44:30.0,48:45.0,270,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,300.242,94.9652,152.2108,-0.0017,56:00.0,01:30.0,345,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,312.9318,94.9542,152.1933,-0.0017,08:45.0,14:00.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,324.8659,95.0096,152.2821,-0.0018,20:30.0,26:00.0,345,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,336.6754,95.2667,152.6941,-0.0016,32:30.0,37:30.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,349.1121,95.0833,152.4001,-0.0018,44:45.0,50:00.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,361.6742,95.0019,152.2697,-0.0018,57:30.0,02:15.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,373.8611,94.2981,151.1417,-0.0023,09:30.0,14:30.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,386.1745,94.9601,152.2028,-0.0014,22:00.0,26:30.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,398.4833,95.1579,152.5197,-0.0014,34:00.0,39:00.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,411.0456,95.1219,152.462,-0.0017,46:45.0,51:15.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,423.735,94.8384,152.0077,-0.0015,59:15.0,04:00.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,435.9237,95.1024,152.4308,-0.0014,11:30.0,16:00.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,447.4786,95.3594,152.8428,-0.0012,22:45.0,27:45.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,460.1683,95.0266,152.3093,-0.0018,35:30.0,40:15.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,472.35,94.8621,152.0456,-0.0021,47:30.0,52:30.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,485.1611,94.8,151.9461,-0.0017,00:15.0,05:15.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,497.2239,94.7883,151.9273,-0.0016,12:00.0,17:30.0,345,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,509.662,94.9324,152.1583,-0.0019,25:00.0,29:15.0,270,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,522.0947,95.0436,152.3365,-0.0015,37:15.0,41:45.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,534.0309,95.1459,152.5005,-0.0015,49:00.0,53:45.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,546.3417,95.112,152.4461,-0.0015,01:15.0,06:00.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,558.7798,95.0224,152.3026,-0.0015,13:45.0,18:15.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,571.342,95.0255,152.3076,-0.0014,25:45.0,31:15.0,345,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,583.5306,95.0108,152.284,-0.0018,38:30.0,42:45.0,270,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,595.8417,94.7064,151.796,-0.0017,50:30.0,55:15.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,608.6562,94.7031,151.7908,-0.0015,02:45.0,08:30.0,360,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,620.9666,94.7636,151.8877,-0.0015,15:15.0,20:30.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,632.7773,94.8195,151.9773,-0.0017,27:00.0,32:15.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,645.34,95.018,152.2955,-0.0015,39:45.0,44:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,657.6517,95.1568,152.518,-0.0015,52:00.0,56:45.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,670.0903,95.1679,152.5358,-0.0015,04:30.0,09:00.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,682.0259,95.2247,152.6268,-0.0013,16:15.0,21:00.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,694.587,95.3688,152.8578,-0.0016,29:00.0,33:15.0,270,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,707.1509,95.3693,152.8585,-0.0015,41:15.0,46:00.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,719.3394,95.3434,152.817,-0.0015,53:30.0,58:00.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,731.3992,95.349,152.826,-0.0013,05:15.0,10:15.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,744.3382,94.9265,152.1488,-0.0016,17:45.0,23:30.0,360,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,756.1484,95.1049,152.4348,-0.0015,30:00.0,34:45.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,768.8392,95.1913,152.5732,-0.0014,43:00.0,47:00.0,255,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,781.0234,95.3991,152.9064,-0.0013,54:45.0,59:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,793.2079,95.2526,152.6715,-0.0012,06:45.0,11:45.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,806.1493,95.1969,152.5822,-0.0013,19:30.0,24:45.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,818.0833,95.1391,152.4896,-0.0015,31:30.0,36:30.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,830.0167,95.565,153.1723,-0.0011,43:15.0,48:30.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,842.3292,95.3281,152.7926,-0.0016,55:45.0,00:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,855.3965,95.3369,152.8067,-0.0011,08:15.0,14:00.0,360,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,867.2024,95.4701,153.0202,-0.0012,20:30.0,25:15.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,879.5142,95.5175,153.096,-0.0014,32:45.0,37:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,892.0769,95.3457,152.8207,-0.0013,45:30.0,49:45.0,270,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,904.7635,95.2131,152.6082,-0.0013,57:45.0,02:45.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,916.4475,95.253,152.6721,-0.0014,09:30.0,14:15.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,929.2606,95.3927,152.8961,-0.0011,22:00.0,27:15.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,940.8174,95.5196,153.0994,-0.0011,33:30.0,38:45.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,953.5079,95.4756,153.0289,-0.001,46:30.0,51:00.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,965.6925,95.5082,153.0811,-0.0011,58:30.0,03:15.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,978.3798,95.496,153.0617,-0.0013,11:15.0,15:45.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,990.3159,95.5084,153.0815,-0.0011,22:45.0,28:00.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1002.754,95.4413,152.9739,-0.0014,35:15.0,40:15.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1015.1894,95.656,153.3181,-0.0011,47:30.0,52:45.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1027.3754,95.5858,153.2055,-0.0011,59:45.0,04:45.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1039.8125,95.4444,152.9789,-0.0012,12:15.0,17:00.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1051.9944,95.5836,153.2021,-0.0012,24:15.0,29:15.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1064.308,95.6451,153.3006,-0.0011,36:30.0,41:30.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1076.8684,95.4816,153.0385,-0.0012,49:15.0,53:45.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1089.0538,95.5633,153.1695,-0.0011,01:00.0,06:15.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1101.6175,95.47,153.0199,-0.0011,13:45.0,18:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1114.1825,95.5019,153.071,-0.0014,26:15.0,31:00.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1126.1167,95.6186,153.2582,-0.0012,38:00.0,43:00.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1138.5525,95.6197,153.2599,-0.0012,50:30.0,55:15.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1150.4896,95.6968,153.3835,-0.0011,02:15.0,07:15.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1162.9281,95.5557,153.1573,-0.0012,14:30.0,19:45.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1176.37,95.4227,152.9441,-0.0012,27:30.0,33:30.0,375,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1188.0525,95.5969,153.2233,-0.0014,39:45.0,44:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1200.115,95.5204,153.1008,-0.0014,51:45.0,56:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1212.4259,95.5616,153.1667,-0.0012,04:00.0,08:45.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1225.1105,95.5446,153.1395,-0.0015,16:45.0,21:15.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1237.0472,95.7086,153.4024,-0.0013,28:45.0,33:00.0,270,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1249.3533,95.7277,153.4331,-0.0013,40:45.0,45:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1262.0421,95.7339,153.4429,-0.0014,53:30.0,58:00.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1274.104,95.604,153.2348,-0.0015,05:15.0,10:15.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1286.54,95.8003,153.5494,-0.0012,17:45.0,22:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1298.9772,95.8168,153.5759,-0.0014,30:15.0,34:45.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1310.9144,95.9789,153.8356,-0.0013,41:45.0,47:00.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1323.4742,95.8618,153.648,-0.0018,54:30.0,59:15.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1336.0357,95.8505,153.6299,-0.0014,07:00.0,11:45.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1348.0983,96.0164,153.8958,-0.0012,19:00.0,23:45.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1360.7849,96.0107,153.8866,-0.0012,31:30.0,36:30.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1373.0948,95.8997,153.7086,-0.0015,44:00.0,48:30.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1385.4096,95.7601,153.4849,-0.0014,56:15.0,00:45.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1397.7228,95.7776,153.513,-0.0015,08:30.0,13:00.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1409.7807,95.9761,153.8312,-0.0013,20:30.0,25:00.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1422.8457,95.6195,153.2596,-0.0014,33:00.0,38:30.0,345,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1434.6563,95.8233,153.5862,-0.0012,45:00.0,50:00.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1447.4695,95.7604,153.4855,-0.0012,57:30.0,03:00.0,345,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1460.0326,95.6324,153.2803,-0.0013,10:00.0,15:30.0,345,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1471.4659,95.932,153.7605,-0.0012,21:45.0,26:30.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1483.9035,95.8499,153.6288,-0.0012,34:15.0,38:45.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1496.0858,96.0005,153.8703,-0.0012,46:15.0,51:00.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1508.2738,95.9893,153.8522,-0.0011,58:15.0,03:15.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1521.2154,95.765,153.4928,-0.0012,10:45.0,16:30.0,360,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1533.1492,95.9057,153.7182,-0.0012,23:00.0,28:00.0,315,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1545.9642,95.7115,153.407,-0.0012,35:00.0,41:30.0,405,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1557.6485,95.9859,153.8469,-0.0012,47:15.0,52:30.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1570.2118,96.049,153.948,-0.0011,00:00.0,04:45.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1582.1456,96.0661,153.9754,-0.0014,11:30.0,17:00.0,345,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1594.8341,96.1479,154.1066,-0.0012,24:30.0,29:15.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1607.3992,96.0958,154.0229,-0.0013,37:00.0,41:45.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1619.9585,96.1107,154.0469,-0.0014,49:45.0,54:00.0,270,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1632.0174,96.2314,154.2403,-0.0012,01:15.0,06:30.0,330,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1644.5825,95.7782,153.5139,-0.0021,14:00.0,18:45.0,300,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1657.1448,96.1498,154.1096,-0.0013,27:00.0,30:45.0,240,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1669.7064,96.1189,154.06,-0.0012,38:30.0,44:15.0,360,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1681.3868,96.4967,154.6655,-0.0012,50:45.0,55:15.0,285,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1693.8222,96.4336,154.5644,-0.0014,03:15.0,07:30.0,270,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1706.2602,96.4523,154.5944,-0.0013,15:00.0,20:30.0,345,
17-Oct-18,top,3.3,NFB0008,1,0.07254,mmr_smr,1718.6992,96.1085,154.0433,-0.0014,28:00.0,32:15.0,270,
