date,spps,common_name,salinity_ppt,temperature_C,do_percent_sat,alpha_Boutilier,probe_kit,respirometer,respirometer_vol_mL,finclip_tank_id,mass_g,baro_pressure_kPa,measurement_period,timepoint_measurement_minutes,corr_percent_sat_DO,po2_torr,umol_O2_per_sec,selection_time_start,selection_time_end,selection_duration_seconds,comments
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1122.8089,95.0577,153.5542,-0.0028,34:00.0,40:45.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1136.4988,94.8594,153.2338,-0.0027,47:45.0,54:15.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1150.0642,94.9646,153.4038,-0.0028,01:15.0,07:45.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1163.2539,94.7989,153.136,-0.0028,14:00.0,21:15.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1176.3161,95.4918,154.2554,-0.0026,26:45.0,34:30.0,480,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1190.1328,94.8948,153.291,-0.0028,40:45.0,48:00.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1203.5715,94.0968,152.0019,-0.0031,54:00.0,01:30.0,465,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1217.2643,95.1967,153.7787,-0.0027,08:00.0,14:45.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1230.8291,95.2702,153.8974,-0.0025,21:30.0,28:15.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1243.8934,95.9029,154.9195,-0.0024,34:15.0,41:30.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1257.8321,95.2963,153.9395,-0.0026,48:30.0,55:00.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1271.522,95.1845,153.7589,-0.0026,02:00.0,08:45.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1284.8375,94.8129,153.1587,-0.0029,15:15.0,22:00.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1299.0272,93.8262,151.5648,-0.0029,29:30.0,36:00.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1311.5871,94.8003,153.1383,-0.0026,42:00.0,48:30.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1325.1523,95.0484,153.5391,-0.0028,55:15.0,02:15.0,435,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1338.5928,95.3838,154.0809,-0.0027,08:30.0,15:45.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1352.5352,95.1745,153.7427,-0.0028,22:45.0,29:15.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1365.8489,95.2251,153.8246,-0.0027,35:45.0,42:45.0,435,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1379.0349,95.5923,154.4176,-0.0025,48:45.0,56:00.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1392.85,94.3716,152.4458,-0.0028,02:45.0,09:30.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1406.1656,95.5999,154.43,-0.0025,15:45.0,23:00.0,450,
